pasta,identifier,filename,Formato,titulo,size,Link
BIOLOGIA - FELIPE FEDDER,AULA_2_AO_VIVO-BIOLOGIA_EJA-TURMA_1_MODULO_2_2024-06-20_20_03_GMT-3,AULA 2 AO VIVO - BIOLOGIA EJA - TURMA 1_MÓDULO 2 (2024-06-20 20_03 GMT-3),p4,AULA 2 AO VIVO - BIOLOGIA EJA - TURMA 1_MÓDULO 2 (2024-06-20 20_03 GMT-3).mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_2_AO_VIVO-BIOLOGIA_EJA-TURMA_1_MODULO_2_2024-06-20_20_03_GMT-3/qualidade-720.mp4
Biossegurança,AULA_I_BIOSSEGURANCA_1,Aula I_Biossegurança (1),p4,Aula I_Biossegurança (1).mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_I_BIOSSEGURANCA_1/qualidade-720.mp4
Biossegurança,AULA_II_BIOSSEGURANCA,Aula Ii_Biossegurança,p4,Aula Ii_Biossegurança.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_II_BIOSSEGURANCA/qualidade-720.mp4
Biossegurança,AULA_III_BIOSSEGURANCA,Aula III_Biossegurança,p4,Aula III_Biossegurança.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_III_BIOSSEGURANCA/qualidade-720.mp4
CIÊNCIA E COTIDIANO,MODULO_3-UNIDADE_1-CIENCIA_E_COTIDIANO-FRANCIELE_FRANCA,MÓDULO 3 - UNIDADE 1 - CIÊNCIA E COTIDIANO - FRANCIELE FRANÇA,p4,MÓDULO 3 - UNIDADE 1 - CIÊNCIA E COTIDIANO - FRANCIELE FRANÇA.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/MODULO_3-UNIDADE_1-CIENCIA_E_COTIDIANO-FRANCIELE_FRANCA/qualidade-720.mp4
CIÊNCIA E COTIDIANO,MODULO_3-UNIDADE_2-CIENCIA_E_COTIDIANO-FRANCIELE_FRANCA,MÓDULO 3 - UNIDADE 2 - CIÊNCIA E COTIDIANO - FRANCIELE FRANÇA,p4,MÓDULO 3 - UNIDADE 2 - CIÊNCIA E COTIDIANO - FRANCIELE FRANÇA.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/MODULO_3-UNIDADE_2-CIENCIA_E_COTIDIANO-FRANCIELE_FRANCA/qualidade-720.mp4
CIÊNCIA E COTIDIANO,MODULO_3-UNIDADE_3-CIENCIA_E_COTIDIANO-FRANCIELE_FRANCA,MÓDULO 3 - UNIDADE 3 - CIÊNCIA E COTIDIANO - FRANCIELE FRANÇA,p4,MÓDULO 3 - UNIDADE 3 - CIÊNCIA E COTIDIANO - FRANCIELE FRANÇA.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/MODULO_3-UNIDADE_3-CIENCIA_E_COTIDIANO-FRANCIELE_FRANCA/qualidade-720.mp4
CIÊNCIA E COTIDIANO,RESUMO_CIENCIA_E_COTIDIANO-MODULO_3,RESUMO Ciência e Cotidiano - Módulo 3,p4,RESUMO Ciência e Cotidiano - Módulo 3.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/RESUMO_CIENCIA_E_COTIDIANO-MODULO_3/qualidade-720.mp4
CIÊNCIA E COTIDIANO - FRANCIELE,MODULO_1-UNIDADE_2-CIENCIA_E_COTIDIANO-FRANCIELE_FRANCA,MÓDULO 1 - UNIDADE 2 - CIÊNCIA E COTIDIANO - FRANCIELE FRANÇA,p4,MÓDULO 1 - UNIDADE 2 - CIÊNCIA E COTIDIANO - FRANCIELE FRANÇA.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/MODULO_1-UNIDADE_2-CIENCIA_E_COTIDIANO-FRANCIELE_FRANCA/qualidade-720.mp4
CIÊNCIA E COTIDIANO - FRANCIELE,MODULO_1-UNIDADE_1-CIENCIA_E_COTIDIANO-FRANCIELE_FRANCA,MÓDULO 1 - UNIDADE 1 - CIÊNCIA E COTIDIANO - FRANCIELE FRANÇA,p4,MÓDULO 1 - UNIDADE 1 - CIÊNCIA E COTIDIANO - FRANCIELE FRANÇA.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/MODULO_1-UNIDADE_1-CIENCIA_E_COTIDIANO-FRANCIELE_FRANCA/qualidade-720.mp4
CIÊNCIA E COTIDIANO - FRANCIELE,MODULO_1-UNIDADE_3-CIENCIA_E_COTIDIANO-FRANCIELE_FRANCA,MÓDULO 1 - UNIDADE 3 - CIÊNCIA E COTIDIANO - FRANCIELE FRANÇA,p4,MÓDULO 1 - UNIDADE 3 - CIÊNCIA E COTIDIANO - FRANCIELE FRANÇA.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/MODULO_1-UNIDADE_3-CIENCIA_E_COTIDIANO-FRANCIELE_FRANCA/qualidade-720.mp4
CIÊNCIA E COTIDIANO - FRANCIELE,MODULO_2-UNIDADE_1-CIENCIA_E_COTIDIANO-FRANCIELE_FRANCA,MÓDULO 2 - UNIDADE 1 - CIÊNCIA E COTIDIANO - FRANCIELE FRANÇA,p4,MÓDULO 2 - UNIDADE 1 - CIÊNCIA E COTIDIANO - FRANCIELE FRANÇA.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/MODULO_2-UNIDADE_1-CIENCIA_E_COTIDIANO-FRANCIELE_FRANCA/qualidade-720.mp4
CIÊNCIA E COTIDIANO - FRANCIELE,MODULO_2-UNIDADE_2-CIENCIA_E_COTIDIANO-FRANCIELE_FRANCA,MÓDULO 2 - UNIDADE 2 - CIÊNCIA E COTIDIANO - FRANCIELE FRANÇA,p4,MÓDULO 2 - UNIDADE 2 - CIÊNCIA E COTIDIANO - FRANCIELE FRANÇA.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/MODULO_2-UNIDADE_2-CIENCIA_E_COTIDIANO-FRANCIELE_FRANCA/qualidade-720.mp4
CIÊNCIA E COTIDIANO - FRANCIELE,MODULO_2-UNIDADE_3-CIENCIA_E_COTIDIANO-FRANCIELE_FRANCA,MÓDULO 2 - UNIDADE 3 - CIÊNCIA E COTIDIANO - FRANCIELE FRANÇA,p4,MÓDULO 2 - UNIDADE 3 - CIÊNCIA E COTIDIANO - FRANCIELE FRANÇA.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/MODULO_2-UNIDADE_3-CIENCIA_E_COTIDIANO-FRANCIELE_FRANCA/qualidade-720.mp4
CIÊNCIA E COTIDIANO - FRANCIELE,AULA_AO_VIVO_2-CIENCIA_E_COTIDIANO_2024-02-15_19_27_GMT-3_2,Aula ao Vivo 2 - Ciência e Cotidiano (2024-02-15 19_27 GMT-3) (2),p4,Aula ao Vivo 2 - Ciência e Cotidiano (2024-02-15 19_27 GMT-3) (2).mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_AO_VIVO_2-CIENCIA_E_COTIDIANO_2024-02-15_19_27_GMT-3_2/qualidade-720.mp4
CIÊNCIA E COTIDIANO - FRANCIELE,AULA_3_AO_VIVO-CIENCIA_E_COTIDIANO_EJA-TURMA_1_E_2_MODULO_1_2024-02-20_20_03_GMT-3,AULA 3 AO VIVO - CIÊNCIA E COTIDIANO _ EJA - TURMA 1 E 2_MÓDULO 1 (2024-02-20 20_03 GMT-3),p4,AULA 3 AO VIVO - CIÊNCIA E COTIDIANO _ EJA - TURMA 1 E 2_MÓDULO 1 (2024-02-20 20_03 GMT-3).mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_3_AO_VIVO-CIENCIA_E_COTIDIANO_EJA-TURMA_1_E_2_MODULO_1_2024-02-20_20_03_GMT-3/qualidade-720.mp4
CIÊNCIA E COTIDIANO - FRANCIELE,AULA_AO_VIVO-CIENCIA_E_COTIDIANO_2024-02-15_19_27_GMT-3_2,Aula ao Vivo  - Ciência e Cotidiano (2024-02-15 19_27 GMT-3) (2),p4,Aula ao Vivo 2 - Ciência e Cotidiano (2024-02-15 19_27 GMT-3) (2).mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_AO_VIVO-CIENCIA_E_COTIDIANO_2024-02-15_19_27_GMT-3_2/qualidade-720.mp4
CIÊNCIA E COTIDIANO - FRANCIELE,RESUMO_CIENCIA_E_COTIDIANO-MODULO_2,RESUMO Ciência e Cotidiano - Módulo 2,p4,RESUMO Ciência e Cotidiano - Módulo 2.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/RESUMO_CIENCIA_E_COTIDIANO-MODULO_2/qualidade-720.mp4
Climatologia,CALCULO_DIFERENCIAL_INTEGRAL_1AULA_1_1080P_1,Calculo Diferencial Integral 1aula_1 (1080p) (1),p4,Calculo Diferencial Integral 1aula_1 (1080p) (1).mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/CALCULO_DIFERENCIAL_INTEGRAL_1AULA_1_1080P_1/qualidade-720.mp4
Climatologia,CALCULO_DIFERENCIAL_INTEGRAL_1AULA_1_1080P_2,Calculo Diferencial Integral 1aula_1 (1080p) (2),p4,Calculo Diferencial Integral 1aula_1 (1080p) (2).mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/CALCULO_DIFERENCIAL_INTEGRAL_1AULA_1_1080P_2/qualidade-720.mp4
Climatologia,CALCULO_DIFERENCIAL_INTEGRAL_1AULA_1_1080P_3,Calculo Diferencial Integral 1aula_1 (1080p) (3),p4,Calculo Diferencial Integral 1aula_1 (1080p) (3).mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/CALCULO_DIFERENCIAL_INTEGRAL_1AULA_1_1080P_3/qualidade-720.mp4
Climatologia,CALCULO_DIFERENCIAL_INTEGRAL_1AULA_1_1080P_4,Calculo Diferencial Integral 1aula_1 (1080p) (4),p4,Calculo Diferencial Integral 1aula_1 (1080p) (4).mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/CALCULO_DIFERENCIAL_INTEGRAL_1AULA_1_1080P_4/qualidade-720.mp4
Climatologia,CALCULO_DIFERENCIAL_INTEGRAL_1AULA_1_1080P_5,Calculo Diferencial Integral 1aula_1 (1080p) (5),p4,Calculo Diferencial Integral 1aula_1 (1080p) (5).mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/CALCULO_DIFERENCIAL_INTEGRAL_1AULA_1_1080P_5/qualidade-720.mp4
Climatologia,CALCULO_DIFERENCIAL_INTEGRAL_1AULA_1_1080P_6,Calculo Diferencial Integral 1aula_1 (1080p) (6),p4,Calculo Diferencial Integral 1aula_1 (1080p) (6).mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/CALCULO_DIFERENCIAL_INTEGRAL_1AULA_1_1080P_6/qualidade-720.mp4
Climatologia,CALCULO_DIFERENCIAL_INTEGRAL_1AULA_1_1080P_7,Calculo Diferencial Integral 1aula_1 (1080p) (7),p4,Calculo Diferencial Integral 1aula_1 (1080p) (7).mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/CALCULO_DIFERENCIAL_INTEGRAL_1AULA_1_1080P_7/qualidade-720.mp4
Climatologia,CALCULO_DIFERENCIAL_INTEGRAL_1AULA_1_1080P_8,Calculo Diferencial Integral 1aula_1 (1080p) (8),p4,Calculo Diferencial Integral 1aula_1 (1080p) (8).mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/CALCULO_DIFERENCIAL_INTEGRAL_1AULA_1_1080P_8/qualidade-720.mp4
Climatologia,CALCULO_DIFERENCIAL_INTEGRAL_1AULA_1_1080P_9,Calculo Diferencial Integral 1aula_1 (1080p) (9),p4,Calculo Diferencial Integral 1aula_1 (1080p) (9).mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/CALCULO_DIFERENCIAL_INTEGRAL_1AULA_1_1080P_9/qualidade-720.mp4
Climatologia,CALCULO_DIFERENCIAL_INTEGRAL_1AULA_1_1080P_10,Calculo Diferencial Integral 1aula_1 (1080p) (10),p4,Calculo Diferencial Integral 1aula_1 (1080p) (10).mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/CALCULO_DIFERENCIAL_INTEGRAL_1AULA_1_1080P_10/qualidade-720.mp4
Climatologia,CALCULO_DIFERENCIAL_INTEGRAL_1AULA_1_1080P_11,Calculo Diferencial Integral 1aula_1 (1080p) (11),p4,Calculo Diferencial Integral 1aula_1 (1080p) (11).mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/CALCULO_DIFERENCIAL_INTEGRAL_1AULA_1_1080P_11/qualidade-720.mp4
Climatologia,CALCULO_DIFERENCIAL_INTEGRAL_1AULA_1_1080P_12,Calculo Diferencial Integral 1aula_1 (1080p) (12),p4,Calculo Diferencial Integral 1aula_1 (1080p) (12).mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/CALCULO_DIFERENCIAL_INTEGRAL_1AULA_1_1080P_12/qualidade-720.mp4
Climatologia,CALCULO_DIFERENCIAL_INTEGRAL_1AULA_1_1080P_13,Calculo Diferencial Integral 1aula_1 (1080p) (13),p4,Calculo Diferencial Integral 1aula_1 (1080p) (13).mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/CALCULO_DIFERENCIAL_INTEGRAL_1AULA_1_1080P_13/qualidade-720.mp4
Climatologia,CALCULO_DIFERENCIAL_INTEGRAL_1AULA_1_1080P_14,Calculo Diferencial Integral 1aula_1 (1080p) (14),p4,Calculo Diferencial Integral 1aula_1 (1080p) (14).mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/CALCULO_DIFERENCIAL_INTEGRAL_1AULA_1_1080P_14/qualidade-720.mp4
Climatologia,CALCULO_DIFERENCIAL_INTEGRAL_1AULA_1_1080P_15,Calculo Diferencial Integral 1aula_1 (1080p) (15),p4,Calculo Diferencial Integral 1aula_1 (1080p) (15).mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/CALCULO_DIFERENCIAL_INTEGRAL_1AULA_1_1080P_15/qualidade-720.mp4
Climatologia,CALCULO_DIFERENCIAL_INTEGRAL_1AULA_1_1080P_16,Calculo Diferencial Integral 1aula_1 (1080p) (16),p4,Calculo Diferencial Integral 1aula_1 (1080p) (16).mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/CALCULO_DIFERENCIAL_INTEGRAL_1AULA_1_1080P_16/qualidade-720.mp4
Compliance,COMPLIANCE-ESTUDO_DE_CASO,Compliance - Estudo de caso,p4,Compliance - Estudo de caso.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/COMPLIANCE-ESTUDO_DE_CASO/qualidade-720.mp4
Compliance,COMPLIANCE-APRESENTACAO_PRINCIPAIS_CONCEITOS,Compliance  -  Apresentação principais conceitos,p4,Compliance  -  Apresentação principais conceitos.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/COMPLIANCE-APRESENTACAO_PRINCIPAIS_CONCEITOS/qualidade-720.mp4
COMUNICAÇÃO E REDES SOCIAIS,MODULO_3-UNIDADE_1-COMUNICACAO_E_REDES_SOCIAIS-ELIANE_CRISTINA_CHERBA,MÓDULO 3 - UNIDADE 1 - COMUNICAÇÃO E REDES SOCIAIS - ELIANE CRISTINA CHERBA,p4,MÓDULO 3 - UNIDADE 1 - COMUNICAÇÃO E REDES SOCIAIS - ELIANE CRISTINA CHERBA.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/MODULO_3-UNIDADE_1-COMUNICACAO_E_REDES_SOCIAIS-ELIANE_CRISTINA_CHERBA/qualidade-720.mp4
COMUNICAÇÃO E REDES SOCIAIS,MODULO_3-UNIDADE_3-COMUNICACAO_E_REDES_SOCIAIS-ELIANE_CRISTINA_CHERBA,MÓDULO 3 - UNIDADE 3 - COMUNICAÇÃO E REDES SOCIAIS - ELIANE CRISTINA CHERBA,p4,MÓDULO 3 - UNIDADE 3 - COMUNICAÇÃO E REDES SOCIAIS - ELIANE CRISTINA CHERBA.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/MODULO_3-UNIDADE_3-COMUNICACAO_E_REDES_SOCIAIS-ELIANE_CRISTINA_CHERBA/qualidade-720.mp4
COMUNICAÇÃO E REDES SOCIAIS,MODULO_3-UNIDADE_2-COMUNICACAO_E_REDES_SOCIAIS-ELIANE_CRISTINA_CHERBA,MÓDULO 3 - UNIDADE 2 - COMUNICAÇÃO E REDES SOCIAIS - ELIANE CRISTINA CHERBA,p4,MÓDULO 3 - UNIDADE 2 - COMUNICAÇÃO E REDES SOCIAIS - ELIANE CRISTINA CHERBA.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/MODULO_3-UNIDADE_2-COMUNICACAO_E_REDES_SOCIAIS-ELIANE_CRISTINA_CHERBA/qualidade-720.mp4
"Corpo, Cultura e Movimento",17-CORPO_CULTURA_E_MOVIMENTO_A_DANCA_NA_ESCOLA-PARTE_ATIVIDADES-VIDEOTECA_IESDE_EAD-1,"17 - Corpo, Cultura e Movimento A dança na escola - parte atividades - Videoteca IESDE EAD-1",p4,"17 - Corpo, Cultura e Movimento A dança na escola - parte atividades - Videoteca IESDE EAD-1.mp4",1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/17-CORPO_CULTURA_E_MOVIMENTO_A_DANCA_NA_ESCOLA-PARTE_ATIVIDADES-VIDEOTECA_IESDE_EAD-1/qualidade-720.mp4
"Corpo, Cultura e Movimento",18-CORPO_CULTURA_E_MOVIMENTO_A_DANCA_NO_SECULO_XXI-PARTE_01-VIDEOTECA_IESDE_EAD,"18 - Corpo, Cultura e Movimento A dança no século XXI - parte 01 - Videoteca IESDE EAD",p4,"18 - Corpo, Cultura e Movimento A dança no século XXI - parte 01 - Videoteca IESDE EAD.mp4",1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/18-CORPO_CULTURA_E_MOVIMENTO_A_DANCA_NO_SECULO_XXI-PARTE_01-VIDEOTECA_IESDE_EAD/qualidade-720.mp4
"Corpo, Cultura e Movimento",19-A_DANCA_NO_SECULO_XXI-PARTE_02-VIDEOTECA_IESDE_EAD,19 - A dança no século XXI - parte 02 - Videoteca IESDE EAD,p4,19 - A dança no século XXI - parte 02 - Videoteca IESDE EAD.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/19-A_DANCA_NO_SECULO_XXI-PARTE_02-VIDEOTECA_IESDE_EAD/qualidade-720.mp4
"Corpo, Cultura e Movimento",20-CORPO_CULTURA_E_MOVIMENTO_A_DANCA_NO_SECULO_XXI-PARTE_03-VIDEOTECA_IESDE_EAD,"20 - Corpo, Cultura e Movimento A dança no século XXI - parte 03 - Videoteca IESDE EAD",p4,"20 - Corpo, Cultura e Movimento A dança no século XXI - parte 03 - Videoteca IESDE EAD.mp4",1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/20-CORPO_CULTURA_E_MOVIMENTO_A_DANCA_NO_SECULO_XXI-PARTE_03-VIDEOTECA_IESDE_EAD/qualidade-720.mp4
"Corpo, Cultura e Movimento",21-CORPO_CULTURA_E_MOVIMENTO_A_DANCA_NO_SECULO_XXI-PARTE_ATIVIDADES-VIDEOTECA_IESDE_E,"21 - Corpo, Cultura e Movimento A dança no século XXI - parte atividades - Videoteca IESDE E",p4,"21 - Corpo, Cultura e Movimento A dança no século XXI - parte atividades - Videoteca IESDE E.mp4",1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/21-CORPO_CULTURA_E_MOVIMENTO_A_DANCA_NO_SECULO_XXI-PARTE_ATIVIDADES-VIDEOTECA_IESDE_E/qualidade-720.mp4
DISCIPLINA DE AMBIENTAÇÃO,MVI_3490,MVI_3490,p4,MVI_3490.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/MVI_3490/qualidade-720.mp4
DISCIPLINA DE AMBIENTAÇÃO,PROFESSORA_CRIS,professora cris,p4,professora cris .mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/PROFESSORA_CRIS/qualidade-720.mp4
DISCIPLINA DE AMBIENTAÇÃO,ALUNACELIA,alunacelia,p4,alunacelia.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/ALUNACELIA/qualidade-720.mp4
DISCIPLINA DE AMBIENTAÇÃO,PROFESSORA_ANDRESSA,professora andressa,p4,professora andressa.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/PROFESSORA_ANDRESSA/qualidade-720.mp4
DISCIPLINA DE AMBIENTAÇÃO,AULA_INAUGURAL,AULA INAUGURAL,p4,AULA INAUGURAL.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_INAUGURAL/qualidade-720.mp4
DISCIPLINA DE AMBIENTAÇÃO,AULA_INAUGURAL_EJA,AULA INAUGURAL EJA,p4,AULA INAUGURAL EJA.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_INAUGURAL_EJA/qualidade-720.mp4
DISCIPLINA DE AMBIENTAÇÃO,AULA_O_TEMPO_E_SEUS_DESAFIOS_GERENCIAMENTO_DE_ATIVIDADES_E_A_PERCEPCAO_DO_TEMPO_2024-06-25_19_04_GMT-3,AULA _O tempo e seus desafios_ gerenciamento de atividades e a percepção do tempo_ (2024-06-25 19_04 GMT-3),p4,AULA _O tempo e seus desafios_ gerenciamento de atividades e a percepção do tempo_ (2024-06-25 19_04 GMT-3).mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_O_TEMPO_E_SEUS_DESAFIOS_GERENCIAMENTO_DE_ATIVIDADES_E_A_PERCEPCAO_DO_TEMPO_2024-06-25_19_04_GMT-3/qualidade-720.mp4
DISCIPLINAS EAD,TESTE-NUCLEOHISTORIA,teste-nucleohistoria,p4,teste-nucleohistoria.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/TESTE-NUCLEOHISTORIA/qualidade-720.mp4
Economia,ECONOMIA_AULA_02-PROF_ANDREIA-ECONOMIA,Economia Aula 02 - Prof Andréia - Economia,p4,Economia Aula 02 - Prof Andréia - Economia.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/ECONOMIA_AULA_02-PROF_ANDREIA-ECONOMIA/qualidade-720.mp4
Economia,ECONOMIA_AULA_03-PROF_ANDREIA-ECONOMIA,Economia Aula 03 - Prof Andréia - Economia,p4,Economia Aula 03 - Prof Andréia - Economia.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/ECONOMIA_AULA_03-PROF_ANDREIA-ECONOMIA/qualidade-720.mp4
Economia,ECONOMIA_AULA_01-PROF_ANDREIA-ECONOMIA,Economia Aula 01 - Prof Andréia - Economia,p4,Economia Aula 01 - Prof Andréia - Economia.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/ECONOMIA_AULA_01-PROF_ANDREIA-ECONOMIA/qualidade-720.mp4
Economia,ECONOMIA_AULA_04-PROF_ANDREIA-ECONOMIA,Economia Aula 04 - Prof Andréia - Economia,p4,Economia Aula 04 - Prof Andréia - Economia.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/ECONOMIA_AULA_04-PROF_ANDREIA-ECONOMIA/qualidade-720.mp4
Economia,ECONOMIA_AULA_05-PROF_ANDREIA-ECONOMIA,Economia Aula 05 - Prof Andréia - Economia,p4,Economia Aula 05 - Prof Andréia - Economia.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/ECONOMIA_AULA_05-PROF_ANDREIA-ECONOMIA/qualidade-720.mp4
Economia,ECONOMIA_AULA_06-PROF_ANDREIA-ECONOMIA,Economia Aula 06 - Prof Andréia - Economia,p4,Economia Aula 06 - Prof Andréia - Economia.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/ECONOMIA_AULA_06-PROF_ANDREIA-ECONOMIA/qualidade-720.mp4
Economia,ECONOMIA_AULA_08-PROF_ANDREIA-ECONOMIA,Economia Aula 08 - Prof Andréia - Economia,p4,Economia Aula 08 - Prof Andréia - Economia.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/ECONOMIA_AULA_08-PROF_ANDREIA-ECONOMIA/qualidade-720.mp4
Economia,ECONOMIA_AULA_11-PROF_ANDREIA-ECONOMIA,Economia Aula 11 - Prof Andréia - Economia,p4,Economia Aula 11 - Prof Andréia - Economia.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/ECONOMIA_AULA_11-PROF_ANDREIA-ECONOMIA/qualidade-720.mp4
Economia,ECONOMIA_AULA_10-PROF_ANDREIA-ECONOMIA,Economia Aula 10 - Prof Andréia - Economia,p4,Economia Aula 10 - Prof Andréia - Economia.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/ECONOMIA_AULA_10-PROF_ANDREIA-ECONOMIA/qualidade-720.mp4
Economia,ECONOMIA_AULA_12-PROF_ANDREIA-ECONOMIA,Economia Aula 12 - Prof Andréia - Economia,p4,Economia Aula 12 - Prof Andréia - Economia.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/ECONOMIA_AULA_12-PROF_ANDREIA-ECONOMIA/qualidade-720.mp4
Economia,ECONOMIA_AULA_13-PROF_ANDREIA-ECONOMIA,Economia Aula 13 - Prof Andréia - Economia,p4,Economia Aula 13 - Prof Andréia - Economia.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/ECONOMIA_AULA_13-PROF_ANDREIA-ECONOMIA/qualidade-720.mp4
Economia,ECONOMIA_AULA_15-PROF_ANDREIA-ECONOMIA,Economia Aula 15 - Prof Andréia - Economia,p4,Economia Aula 15 - Prof Andréia - Economia.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/ECONOMIA_AULA_15-PROF_ANDREIA-ECONOMIA/qualidade-720.mp4
Economia,ECONOMIA_AULA_14-PROF_ANDREIA-ECONOMIA,Economia Aula 14 - Prof Andréia - Economia,p4,Economia Aula 14 - Prof Andréia - Economia.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/ECONOMIA_AULA_14-PROF_ANDREIA-ECONOMIA/qualidade-720.mp4
Economia,ECONOMIA_AULA_16-PROF_ANDREIA-ECONOMIA,Economia Aula 16 - Prof Andréia - Economia,p4,Economia Aula 16 - Prof Andréia - Economia.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/ECONOMIA_AULA_16-PROF_ANDREIA-ECONOMIA/qualidade-720.mp4
