pasta,identifier,filename,Formato,titulo,size,Link
Pasta Raiz,APRESENTACAO_PROFESSOR_FELIPE_ANSALONI_1684335291883,apresentacao_professor_felipe_ansaloni_1684335291883,p4,apresentacao_professor_felipe_ansaloni_1684335291883.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/APRESENTACAO_PROFESSOR_FELIPE_ANSALONI_1684335291883/qualidade-720.mp4
Pasta Raiz,AULA_3_DESEMPATE_VERIFICACAO_PROPOSTAS_E_EXEQUIBILIDADE_DE_PROPOSTAS_1684335469049,aula_3__desempate_verificacao_propostas_e_exequibilidade_de_propostas_1684335469049,p4,aula_3__desempate_verificacao_propostas_e_exequibilidade_de_propostas_1684335469049.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_3_DESEMPATE_VERIFICACAO_PROPOSTAS_E_EXEQUIBILIDADE_DE_PROPOSTAS_1684335469049/qualidade-720.mp4
Pasta Raiz,AULA_1_MODALIDADES_E_CRITERIOS_DE_JULGAMENTO_EM_LICITACOES_1684335474908,aula_1__modalidades_e_criterios_de_julgamento_em_licitacoes_1684335474908,p4,aula_1__modalidades_e_criterios_de_julgamento_em_licitacoes_1684335474908.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_1_MODALIDADES_E_CRITERIOS_DE_JULGAMENTO_EM_LICITACOES_1684335474908/qualidade-720.mp4
Pasta Raiz,AULA_2_PUBLICIDADE_PRAZOS_DE_DIVULGACAO_E_MODOS_DE_DISPUTA_1684335475946,aula_2__publicidade_prazos_de_divulgacao_e_modos_de_disputa_1684335475946,p4,aula_2__publicidade_prazos_de_divulgacao_e_modos_de_disputa_1684335475946.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_2_PUBLICIDADE_PRAZOS_DE_DIVULGACAO_E_MODOS_DE_DISPUTA_1684335475946/qualidade-720.mp4
Pasta Raiz,AULA_I_INDICADORES_EM_SAUDE_1684510743907,aula_i___indicadores_em_saude_1684510743907,p4,aula_i___indicadores_em_saude_1684510743907.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_I_INDICADORES_EM_SAUDE_1684510743907/qualidade-720.mp4
Pasta Raiz,AULA_II_INDICADORES_EM_SAUDE_1684517621122,aula_ii___indicadores_em_saude_1684517621122,p4,aula_ii___indicadores_em_saude_1684517621122.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_II_INDICADORES_EM_SAUDE_1684517621122/qualidade-720.mp4
Pasta Raiz,AULA_I_ANALISE_DOS_PROCESSOS_EM_SAUDE_1684519550506,aula_i___analise_dos_processos_em_saude_1684519550506,p4,aula_i___analise_dos_processos_em_saude_1684519550506.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_I_ANALISE_DOS_PROCESSOS_EM_SAUDE_1684519550506/qualidade-720.mp4
Pasta Raiz,LLLLL_1684519675234,lllll_1684519675234,p4,lllll_1684519675234.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/LLLLL_1684519675234/qualidade-720.mp4
Pasta Raiz,HABILITACAO_AULA_1_1684594177251,habilitacao_aula_1__1684594177251,p4,habilitacao_aula_1__1684594177251.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/HABILITACAO_AULA_1_1684594177251/qualidade-720.mp4
Pasta Raiz,HABILITACAO_AULA_2_UNICV_1684597348685,habilitacao_aula_2_unicv_1684597348685,p4,habilitacao_aula_2_unicv_1684597348685.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/HABILITACAO_AULA_2_UNICV_1684597348685/qualidade-720.mp4
Pasta Raiz,HABILITACAO_AULA_2_UNICV_1684597723769,habilitacao_aula_2_unicv_1684597723769,p4,habilitacao_aula_2_unicv_1684597723769.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/HABILITACAO_AULA_2_UNICV_1684597723769/qualidade-720.mp4
Pasta Raiz,HABILITACAO_AULA_3_UNICV_1684600788672,habilitacao_aula_3_unicv_1684600788672,p4,habilitacao_aula_3_unicv_1684600788672.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/HABILITACAO_AULA_3_UNICV_1684600788672/qualidade-720.mp4
Pasta Raiz,HABILITACAO_AULA_3_UNICV_1684601238194,habilitacao_aula_3_unicv_1684601238194,p4,habilitacao_aula_3_unicv_1684601238194.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/HABILITACAO_AULA_3_UNICV_1684601238194/qualidade-720.mp4
Pasta Raiz,AULA_I-GESTAO_SAUDE_1684622608328,aula_i_-_gestao_saude_1684622608328,p4,aula_i_-_gestao_saude_1684622608328.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_I-GESTAO_SAUDE_1684622608328/qualidade-720.mp4
Pasta Raiz,AULA_I-GESTAO_SAUDE_1684624010247,aula_i_-_gestao_saude_1684624010247,p4,aula_i_-_gestao_saude_1684624010247.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_I-GESTAO_SAUDE_1684624010247/qualidade-720.mp4
Pasta Raiz,ESTUDO_DE_CASO-GESTAO_SAUDE_1684624017440,estudo_de_caso_-_gestao_saude_1684624017440,p4,estudo_de_caso_-_gestao_saude_1684624017440.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/ESTUDO_DE_CASO-GESTAO_SAUDE_1684624017440/qualidade-720.mp4
Pasta Raiz,AULA_I-GESTAO_SAUDE_1684624088714,aula_i_-_gestao_saude_1684624088714,p4,aula_i_-_gestao_saude_1684624088714.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_I-GESTAO_SAUDE_1684624088714/qualidade-720.mp4
Pasta Raiz,AULA_I-GESTAO_SAUDE_1684624267334,aula_i_-_gestao_saude_1684624267334,p4,aula_i_-_gestao_saude_1684624267334.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_I-GESTAO_SAUDE_1684624267334/qualidade-720.mp4
Pasta Raiz,ESTUDO_DE_CASO-GESTAO_SAUDE_1684624277999,estudo_de_caso_-_gestao_saude_1684624277999,p4,estudo_de_caso_-_gestao_saude_1684624277999.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/ESTUDO_DE_CASO-GESTAO_SAUDE_1684624277999/qualidade-720.mp4
Pasta Raiz,AULA_I-GESTAO_SAUDE_1684625862383,aula_i_-_gestao_saude_1684625862383,p4,aula_i_-_gestao_saude_1684625862383.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_I-GESTAO_SAUDE_1684625862383/qualidade-720.mp4
Pasta Raiz,AULA_I-GESTAO_SAUDE_1684626475002,aula_i_-_gestao_saude_1684626475002,p4,aula_i_-_gestao_saude_1684626475002.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_I-GESTAO_SAUDE_1684626475002/qualidade-720.mp4
Pasta Raiz,ESTUDO_DE_CASO-GESTAO_SAUDE_1684626635196,estudo_de_caso_-_gestao_saude_1684626635196,p4,estudo_de_caso_-_gestao_saude_1684626635196.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/ESTUDO_DE_CASO-GESTAO_SAUDE_1684626635196/qualidade-720.mp4
Pasta Raiz,NEUROEDUCACAO_1684631213745,neuroeducacao_1684631213745,p4,neuroeducacao_1684631213745.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/NEUROEDUCACAO_1684631213745/qualidade-720.mp4
Pasta Raiz,ESTUDO_DE_CASO-GESTAO_PUBLICA_1684872639232,estudo_de_caso-gestao_publica_1684872639232,p4,estudo_de_caso-gestao_publica_1684872639232.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/ESTUDO_DE_CASO-GESTAO_PUBLICA_1684872639232/qualidade-720.mp4
Pasta Raiz,ESTUDO_DE_CASO_REDE_DE_ATENCAO_A_SAUDE_E_ESTRATEGIA_SAUDE_DA_FAMILIA_1684874564083,estudo_de_caso_rede_de_atencao_a_saude_e_estrategia_saude_da_familia_1684874564083,p4,estudo_de_caso_rede_de_atencao_a_saude_e_estrategia_saude_da_familia_1684874564083.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/ESTUDO_DE_CASO_REDE_DE_ATENCAO_A_SAUDE_E_ESTRATEGIA_SAUDE_DA_FAMILIA_1684874564083/qualidade-720.mp4
Pasta Raiz,ESTUDO_DE_CASO-GESTAO_SERVICOS_DE_SAUDE_1685058169319,estudo_de_caso_-_gestao_servicos_de_saude_1685058169319,p4,estudo_de_caso_-_gestao_servicos_de_saude_1685058169319.mp4,640x480,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/ESTUDO_DE_CASO-GESTAO_SERVICOS_DE_SAUDE_1685058169319/qualidade-480.mp4
Pasta Raiz,TAREFA_STHEM2_1685658978915,tarefa_sthem2_1685658978915,p4,tarefa_sthem2_1685658978915.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/TAREFA_STHEM2_1685658978915/qualidade-720.mp4
Pasta Raiz,AULA_II_ANALISES_DOS_PROCESSOS_EM_SAUDE_1686164290894,aula_ii__analises_dos_processos_em_saude_1686164290894,p4,aula_ii__analises_dos_processos_em_saude_1686164290894.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_II_ANALISES_DOS_PROCESSOS_EM_SAUDE_1686164290894/qualidade-720.mp4
Pasta Raiz,AULA_1-PROF_PAULA_ALBERO_CONCEITUACAO_EM_SAUDE_1686336760108,aula_1_-_prof._paula_albero_conceituacao_em_saude_1686336760108,p4,aula_1_-_prof._paula_albero_conceituacao_em_saude_1686336760108.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_1-PROF_PAULA_ALBERO_CONCEITUACAO_EM_SAUDE_1686336760108/qualidade-720.mp4
Pasta Raiz,AULA_II_PROF_PAULA_ALBERO_CONCEITUACAO_EM_SAUDE_1686341934691,aula_ii_prof._paula_albero_conceituacao_em_saude_1686341934691,p4,aula_ii_prof._paula_albero_conceituacao_em_saude_1686341934691.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_II_PROF_PAULA_ALBERO_CONCEITUACAO_EM_SAUDE_1686341934691/qualidade-720.mp4
Pasta Raiz,TESTE02_1686367723374,teste02_1686367723374,p4,teste02_1686367723374.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/TESTE02_1686367723374/qualidade-720.mp4
Pasta Raiz,ESTUDO_DE_CASO-FATORES_DE_RISCO_E_AGRAVOS_A_SAUDE_PUBLICA_1686498141764,estudo_de_caso-_fatores_de_risco_e_agravos_a_saude_publica_1686498141764,p4,estudo_de_caso-_fatores_de_risco_e_agravos_a_saude_publica_1686498141764.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/ESTUDO_DE_CASO-FATORES_DE_RISCO_E_AGRAVOS_A_SAUDE_PUBLICA_1686498141764/qualidade-720.mp4
Pasta Raiz,FATORES_DE_RISCO_E_AGRAVOS_NA_SAUDE_PUBLICA_1686498175524,fatores_de_risco_e_agravos_na_saude_publica_1686498175524,p4,fatores_de_risco_e_agravos_na_saude_publica_1686498175524.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/FATORES_DE_RISCO_E_AGRAVOS_NA_SAUDE_PUBLICA_1686498175524/qualidade-720.mp4
Pasta Raiz,GESTAO_DE_SAUDE_COLETIVA_1686499707016,gestao_de_saude_coletiva_1686499707016,p4,gestao_de_saude_coletiva_1686499707016.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/GESTAO_DE_SAUDE_COLETIVA_1686499707016/qualidade-720.mp4
Pasta Raiz,ESTUDO_DE_CASO-GESTAO_NA_SAUDE_PUBLICA_1686500771668,estudo_de_caso-_gestao_na_saude_publica_1686500771668,p4,estudo_de_caso-_gestao_na_saude_publica_1686500771668.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/ESTUDO_DE_CASO-GESTAO_NA_SAUDE_PUBLICA_1686500771668/qualidade-720.mp4
Pasta Raiz,ESTUDODECASO_1686541584873,estudodecaso_1686541584873,p4,estudodecaso_1686541584873.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/ESTUDODECASO_1686541584873/qualidade-720.mp4
Pasta Raiz,AULA_RESUMO_1686603140635,aula_resumo_1686603140635,p4,aula_resumo_1686603140635.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_RESUMO_1686603140635/qualidade-720.mp4
Pasta Raiz,INTRODUCAP-CHRISTIANNE_STROPPA_1686668348268,introducap_-_christianne_stroppa_1686668348268,p4,introducap_-_christianne_stroppa_1686668348268.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/INTRODUCAP-CHRISTIANNE_STROPPA_1686668348268/qualidade-720.mp4
Pasta Raiz,5_CONCLUSAO-CHRISTIANNE_STROPPA_1686668477719,5._conclusao_-_christianne_stroppa_1686668477719,p4,5._conclusao_-_christianne_stroppa_1686668477719.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/5_CONCLUSAO-CHRISTIANNE_STROPPA_1686668477719/qualidade-720.mp4
Pasta Raiz,2_AULA_I-CHRISTIANNE_STROPPA_1686668828247,2._aula_i_-_christianne_stroppa_1686668828247,p4,2._aula_i_-_christianne_stroppa_1686668828247.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/2_AULA_I-CHRISTIANNE_STROPPA_1686668828247/qualidade-720.mp4
Pasta Raiz,3_AULA_II-CHRISTIANNE_STROPPA_1686668839539,3._aula_ii_-_christianne_stroppa_1686668839539,p4,3._aula_ii_-_christianne_stroppa_1686668839539.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/3_AULA_II-CHRISTIANNE_STROPPA_1686668839539/qualidade-720.mp4
Pasta Raiz,4_AULA_III-CHRISTIANNE_STROPPA_1686668862381,4._aula_iii_-_christianne_stroppa_1686668862381,p4,4._aula_iii_-_christianne_stroppa_1686668862381.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/4_AULA_III-CHRISTIANNE_STROPPA_1686668862381/qualidade-720.mp4
Pasta Raiz,AULA_1_1686766866182,aula_1_1686766866182,p4,aula_1_1686766866182.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_1_1686766866182/qualidade-720.mp4
Pasta Raiz,AULA_2_1686769645095,aula_2_1686769645095,p4,aula_2_1686769645095.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_2_1686769645095/qualidade-720.mp4
Pasta Raiz,AULA_3_1686848353547,aula_3_1686848353547,p4,aula_3_1686848353547.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_3_1686848353547/qualidade-720.mp4
Pasta Raiz,AULA_4_1686850842986,aula_4_1686850842986,p4,aula_4_1686850842986.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_4_1686850842986/qualidade-720.mp4
Pasta Raiz,AULA_5_1686936736186,aula_5_1686936736186,p4,aula_5_1686936736186.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_5_1686936736186/qualidade-720.mp4
Pasta Raiz,AULA_6_1686938410670,aula_6_1686938410670,p4,aula_6_1686938410670.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_6_1686938410670/qualidade-720.mp4
Pasta Raiz,AULA_01-PREGAO_CONCORRENCIA_E_DISPENSA_ELETRONICA_1687718096404,aula_01_-pregao_concorrencia_e_dispensa_eletronica_1687718096404,p4,aula_01_-pregao_concorrencia_e_dispensa_eletronica_1687718096404.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_01-PREGAO_CONCORRENCIA_E_DISPENSA_ELETRONICA_1687718096404/qualidade-720.mp4
Pasta Raiz,AULA_01-PREGAO_CONCORRENCIA_E_DISPENSA_ELETRONICA_1687718394729,aula_01_-pregao_concorrencia_e_dispensa_eletronica_1687718394729,p4,aula_01_-pregao_concorrencia_e_dispensa_eletronica_1687718394729.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_01-PREGAO_CONCORRENCIA_E_DISPENSA_ELETRONICA_1687718394729/qualidade-720.mp4
Pasta Raiz,AULA_01-PREGAO_CONCORRENCIA_E_DISPENSA_ELETRONICA_1687718624490,aula_01_-pregao_concorrencia_e_dispensa_eletronica_1687718624490,p4,aula_01_-pregao_concorrencia_e_dispensa_eletronica_1687718624490.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_01-PREGAO_CONCORRENCIA_E_DISPENSA_ELETRONICA_1687718624490/qualidade-720.mp4
Pasta Raiz,AULA_01-PREGAO_CONCORRENCIA_E_DISPENSA_ELETRONICA_1687719194196,aula_01_-pregao_concorrencia_e_dispensa_eletronica_1687719194196,p4,aula_01_-pregao_concorrencia_e_dispensa_eletronica_1687719194196.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_01-PREGAO_CONCORRENCIA_E_DISPENSA_ELETRONICA_1687719194196/qualidade-720.mp4
Pasta Raiz,AULA_01-PREGAO_CONCORRENCIA_E_DISPENSA_ELETRONICA_1687720243593,aula_01_-pregao_concorrencia_e_dispensa_eletronica_1687720243593,p4,aula_01_-pregao_concorrencia_e_dispensa_eletronica_1687720243593.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_01-PREGAO_CONCORRENCIA_E_DISPENSA_ELETRONICA_1687720243593/qualidade-720.mp4
Pasta Raiz,AULA_01-PREGAO_CONCORRENCIA_E_DISPENSA_ELETRONICA_1687721076161,aula_01_-pregao_concorrencia_e_dispensa_eletronica_1687721076161,p4,aula_01_-pregao_concorrencia_e_dispensa_eletronica_1687721076161.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_01-PREGAO_CONCORRENCIA_E_DISPENSA_ELETRONICA_1687721076161/qualidade-720.mp4
Pasta Raiz,AULA_01-PREGAO_CONCORRENCIA_E_DISPENSA_ELETRONICA_1687722983342,aula_01_-pregao_concorrencia_e_dispensa_eletronica_1687722983342,p4,aula_01_-pregao_concorrencia_e_dispensa_eletronica_1687722983342.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_01-PREGAO_CONCORRENCIA_E_DISPENSA_ELETRONICA_1687722983342/qualidade-720.mp4
Pasta Raiz,AULA_02_1687723005004,aula_02_1687723005004,p4,aula_02_1687723005004.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_02_1687723005004/qualidade-720.mp4
Pasta Raiz,AULA_01-PREGAO_CONCORRENCIA_E_DISPENSA_ELETRONICA_1687723248278,aula_01_-pregao_concorrencia_e_dispensa_eletronica_1687723248278,p4,aula_01_-pregao_concorrencia_e_dispensa_eletronica_1687723248278.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_01-PREGAO_CONCORRENCIA_E_DISPENSA_ELETRONICA_1687723248278/qualidade-720.mp4
Pasta Raiz,AULA_03_1687734123212,aula_03_1687734123212,p4,aula_03_1687734123212.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_03_1687734123212/qualidade-720.mp4
Pasta Raiz,ADICIONAR_PLANO_DE_ENSINO_NO_JACAD_1687777217790,adicionar_plano_de_ensino_no_jacad__1687777217790,p4,adicionar_plano_de_ensino_no_jacad__1687777217790.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/ADICIONAR_PLANO_DE_ENSINO_NO_JACAD_1687777217790/qualidade-720.mp4
Pasta Raiz,AULA_3-GESTAO_E_FISCALIZACAO_DE_CONTRATO_1687797427251,aula_3_-_gestao_e_fiscalizacao_de_contrato_1687797427251,p4,aula_3_-_gestao_e_fiscalizacao_de_contrato_1687797427251.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_3-GESTAO_E_FISCALIZACAO_DE_CONTRATO_1687797427251/qualidade-720.mp4
Pasta Raiz,AULA_1-GESTAO_E_FISCALIZACAO_CONTRATUAL_1687797461867,aula_1_-_gestao_e_fiscalizacao_contratual_1687797461867,p4,aula_1_-_gestao_e_fiscalizacao_contratual_1687797461867.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_1-GESTAO_E_FISCALIZACAO_CONTRATUAL_1687797461867/qualidade-720.mp4
Pasta Raiz,AULA_2-GESTAO_E_FISCALIZACAO_CONTRATUAL_1687797472612,aula_2_-_gestao_e_fiscalizacao_contratual_1687797472612,p4,aula_2_-_gestao_e_fiscalizacao_contratual_1687797472612.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_2-GESTAO_E_FISCALIZACAO_CONTRATUAL_1687797472612/qualidade-720.mp4
Pasta Raiz,AULA_I_TESTE_1688230001738,aula_i_teste_1688230001738,p4,aula_i_teste_1688230001738.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_I_TESTE_1688230001738/qualidade-720.mp4
Pasta Raiz,TESTE_3_1688230053705,teste_3_1688230053705,p4,teste_3_1688230053705.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/TESTE_3_1688230053705/qualidade-720.mp4
Pasta Raiz,TESTE_3_1688233376235,teste_3_1688233376235,p4,teste_3_1688233376235.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/TESTE_3_1688233376235/qualidade-720.mp4
Pasta Raiz,DAFNE_REICHEL-AULA_1-ME_E_EPP_1688233528751,dafne_reichel_-_aula_1_-_me_e_epp_1688233528751,p4,dafne_reichel_-_aula_1_-_me_e_epp_1688233528751.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/DAFNE_REICHEL-AULA_1-ME_E_EPP_1688233528751/qualidade-720.mp4
Pasta Raiz,DAFNE_REICHEL_AULA_2_ME_E_EPP_1688236401250,dafne_reichel_aula_2_me_e_epp_1688236401250,p4,dafne_reichel_aula_2_me_e_epp_1688236401250.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/DAFNE_REICHEL_AULA_2_ME_E_EPP_1688236401250/qualidade-720.mp4
Pasta Raiz,DAFNE_REICHEL-AULA_3_ME_E_EPP_1688247981675,dafne_reichel_-_aula_3_me_e_epp_1688247981675,p4,dafne_reichel_-_aula_3_me_e_epp_1688247981675.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/DAFNE_REICHEL-AULA_3_ME_E_EPP_1688247981675/qualidade-720.mp4
Pasta Raiz,APRESENTACAO_1689522223717,apresentacao_1689522223717,p4,apresentacao_1689522223717.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/APRESENTACAO_1689522223717/qualidade-720.mp4
Pasta Raiz,APRESENTACAO_AULA01_1689523840197,apresentacao_aula01_1689523840197,p4,apresentacao_aula01_1689523840197.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/APRESENTACAO_AULA01_1689523840197/qualidade-720.mp4
Pasta Raiz,VIDEO_1_1689806049014,video_1__1689806049014,p4,video_1__1689806049014.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/VIDEO_1_1689806049014/qualidade-720.mp4
Pasta Raiz,COMPLIANCE-ESTUDO_DE_CASO_1689807028818,compliance_-_estudo_de_caso_1689807028818,p4,compliance_-_estudo_de_caso_1689807028818.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/COMPLIANCE-ESTUDO_DE_CASO_1689807028818/qualidade-720.mp4
Pasta Raiz,APRESENTACAO-TIOSSI_1692020418841,apresentacao_-_tiossi__1692020418841,p4,apresentacao_-_tiossi__1692020418841.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/APRESENTACAO-TIOSSI_1692020418841/qualidade-720.mp4
Pasta Raiz,1_AULA-1692023025047,1_aula_-__1692023025047,p4,1_aula_-__1692023025047.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/1_AULA-1692023025047/qualidade-720.mp4
Pasta Raiz,2_AULA_APRESENTACAO_1692025052843,2_aula_apresentacao__1692025052843,p4,2_aula_apresentacao__1692025052843.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/2_AULA_APRESENTACAO_1692025052843/qualidade-720.mp4
Pasta Raiz,3_AULA_1692027835901,3_aula__1692027835901,p4,3_aula__1692027835901.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/3_AULA_1692027835901/qualidade-720.mp4
Pasta Raiz,ENCERRAMENTO_1692028093126,encerramento_1692028093126,p4,encerramento_1692028093126.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/ENCERRAMENTO_1692028093126/qualidade-720.mp4
Pasta Raiz,INTRODUCAO_1693397620563,introducao_1693397620563,p4,introducao_1693397620563.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/INTRODUCAO_1693397620563/qualidade-720.mp4
Pasta Raiz,AULA_1_1693399916418,aula_1_1693399916418,p4,aula_1_1693399916418.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_1_1693399916418/qualidade-720.mp4
Pasta Raiz,AULA_2_1693401759497,aula_2_1693401759497,p4,aula_2_1693401759497.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_2_1693401759497/qualidade-720.mp4
Pasta Raiz,AULA_3_1693403564767,aula_3_1693403564767,p4,aula_3_1693403564767.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_3_1693403564767/qualidade-720.mp4
Pasta Raiz,AULA_01-CONCEITOS_DE_SEMIOTICA_E_SIGNIFICACAO_DO_DESIGN_1694797127795,aula_01_-_conceitos_de_semiotica_e_significacao_do_design_1694797127795,p4,aula_01_-_conceitos_de_semiotica_e_significacao_do_design_1694797127795.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_01-CONCEITOS_DE_SEMIOTICA_E_SIGNIFICACAO_DO_DESIGN_1694797127795/qualidade-720.mp4
